dataset_name,client_num,n_estimators_client,num_rounds,xgb_max_depth,CNN_lr,best_res,best_res_round_num,num_iterations,method,source_file,subsample,learning_rate,colsample_bylevel,colsample_bynode,colsample_bytree,alpha,gamma,num_parallel_tree,min_child_weight,result_train,result_test,round,test_loss,test_accuracy,dtype,input,output,ulperrortol,seed, 0x0, 0xdeadbeaf
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbeb7c706,0xbebbbfcb,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x803637f9,0x803637f9,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xfe787cc8,0xff800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3f533d4b,0x3f6c0a50,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3f5c0f1c,0x3f782dde,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3f301f36,0x3f3e590d,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x2dc929,0x2dc929,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xff15018a,0xff800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3f4d0c56,0x3f63afeb,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf7a2ae3,0xbf91f6e4,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbe771b84,0xbe798346,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x80800000,0x80800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7f5689ba,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3f1c3177,0x3f2610df,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3f1b9664,0x3f255825,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3f7e5066,0x3f9520d4,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf1935f8,0xbf2285ab,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3f096cc7,0x3f101ef9,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x8030c180,0x8030c180,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x6627ed,0x6627ed,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x454595,0x454595,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7de66a33,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf800000,0xbf966cfe,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf35c0a8,0xbf456939,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3f6a6266,0x3f8643e0,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3f0cbcee,0x3f13ef6a,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7efd1e58,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xfe9a74c6,0xff800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x807ebe6c,0x807ebe6c,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x80656736,0x80656736,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x800e0608,0x800e0608,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf30e39a,0xbf3f4e00,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x802015fd,0x802015fd,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3e3ce26d,0x3e3df519,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7ec142ac,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf68c9ce,0xbf851c78,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xfede8356,0xff800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf1507ce,0xbf1d978d,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3e53914c,0x3e551374,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7f3e1c14,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x8070d2ba,0x8070d2ba,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf4eb793,0xbf65ecee,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7365a6,0x7365a6,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x8045cba2,0x8045cba2,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7e4af521,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf228625,0xbf2da9e1,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7ee0536c,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3e126607,0x3e12e5d5,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x80311d92,0x80311d92,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf386b8b,0xbf48ca54,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7f800000,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x8049ec7a,0x8049ec7a,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf1dfde4,0xbf2836be,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7e719a8c,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3eb9c856,0x3ebde2e6,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xfe3efda8,0xff800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbe89d60c,0xbe8b81d1,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3eaad338,0x3eae0317,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7f4e5217,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3e9d0f40,0x3e9f88ce,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbe026708,0xbe02c155,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x5fc22f,0x5fc22f,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x1c4572,0x1c4572,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbed89d96,0xbedf22c5,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf3debee,0xbf4fd441,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf465520,0xbf5ac6e5,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3f797081,0x3f9169b3,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf250734,0xbf30b2aa,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7f5068e9,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3f1b814e,0x3f253f0c,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf27c5d3,0xbf340b05,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3f1b78ae,0x3f2534c8,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x8059b51a,0x8059b51a,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x8059f182,0x8059f182,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf1bb36e,0xbf257ab8,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x41ac35,0x41ac35,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x68f41f,0x68f41f,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbea504dc,0xbea7e40f,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x1,0x1,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3e96b5b0,0x3e98e542,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7f7fffff,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3c557a80,0x3c557c0c,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x800ca3ec,0x800ca3ec,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x8077d4aa,0x8077d4aa,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3f000af0,0x3f0572d6,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3e0434dd,0x3e0492f8,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7d1a710a,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3f70f996,0x3f8b15f8,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x8033391d,0x8033391d,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x11927c,0x11927c,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7f7784be,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7acb22af,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7e8b153c,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x66d402,0x66d402,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xfed6e7b0,0xff800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7f6872d3,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x1bd49c,0x1bd49c,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xfdc4f1b8,0xff800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbed8a466,0xbedf2a33,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7ee789,0x7ee789,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbece94b4,0xbed43b52,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3cf3f734,0x3cf4006f,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7e44aa00,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7f19e99c,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x806ff1bc,0x806ff1bc,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x80296934,0x80296934,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7f463363,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf212ac3,0xbf2c06bb,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3dc63778,0x3dc686ba,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7f1b4328,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x6311f6,0x6311f6,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf6b6fb6,0xbf870751,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf2c44cf,0xbf399155,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x3e7a67bc,0x3e7ce887,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7f57c5f7,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7f2bb4ff,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbe9d448e,0xbe9fc0a4,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xbf4840f0,0xbf5d4f6b,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0x7f1e1176,0x7f800000,2.0,,,
,,,,,,,,,splitfed,baselines/splitfed/.venv_splitfed/lib/python3.9/site-packages/numpy/_core/tests/data/umath-validation-set-sinh.csv,,,,,,,,,,,,,,,np.float32,0xff76638e,0xff800000,2.0,,,
